,city,name,phone,state,streetAddress,zipcode
97,Carrollton,Carrollton Friendship House,972-512-3830,Texas,2400 N Josey Lane,75006
98,Coleman,Christian Family Ministries of Coleman County-Loaves and Fishes Food Pantry,(325) 625-9913,Texas,519 West Pecan Street,76834
99,Claude,Armstrong County Direct Mobile Distribution Pantry,(806) 374-8562,Texas,100 Trice Street,79019
100,Cleveland,Operation Refuge Pantry,(281) 592-0204,Texas,1625 N Blair Ave,77327
101,Collin,Salvation Army Ridgewood Citadel Pantry,(718) 497-4356,Texas,Empty,75082
102,Cleburne,Crossroads Church Of Cleburne,817-645-5394,Texas,110 N Caddo St.,76031
103,Cleburne,St. Mark United Methodist Church,(817) 641-3311,Texas,1109 W. Henderson,76033
104,Combine,Point View Baptist Church,(972) 476-9911,Texas,110 Highway 3039,75159
105,Conroe,First Christian Church Conroe - Food Pantry,(936) 756-3554,Texas,3500 North Loop 336 West,77304
106,Conroe,Montgomery County Food Bank,(936) 539-6686,Texas,1 Prospect Point ,77385
107,Conroe,Sacred Heart Church - Conroe SVDP,(936) 756-8186,Texas,109 N. Frazier,77301
108,Converse,Grasp Food Pantry, (210) 658-6351,Texas,250 Donalan,78109
109,Commerce,Commerce Food Pantry,903-886-3783,Texas,1216 Monroe Street,75428
110,College,Lincoln House of Hope -Senior Citizens,(979) 775-6788 ,Texas,1013 Eleanor,77840
111,College,First Baptist Church of College Station Food,(979) 696-7000,Texas,2300 Welsh,77845
112,Copperas,Holy Family SVDP,(254) 547-3735,Texas,1001 Georgetown Rd.,76522
113,Copperas,My Brothers House,254-547-5206,Texas,107 Lyons Street,76522
114,Copperas,Cove House Emergency Homeless Shelter,(254) 547-4673,Texas,108 East Halstead Avenue,76522
115,Copperas,Church of Christ,(254) 547-3509,Texas,306 West Avenue E,76522
116,Corpus,Food Bank of Corpus Christi,(361) 887-8371,Texas,826 Krill St,78408
117,Corinth,Antioch ARMS Community Outreach,940-498-3325,Texas,2020 Post Oak Drive,76210
118,Corinth,Antioch ARMS Community Outreach / Antioch Christian Fellowship ,(940) 498-3325,Texas,2020 Post Oak Drive,76210
119,Crowley,Crowley House of Hope,(817) 297-6400,Texas,216 N. Magnolia,76036
120,Daingerfield,Pentecost Temple Of God Ministries,(903) 645-4090,Texas,1239 County Road 4119,75638
121,Corsicana,Salvation Army and Corsicana,(903) 874-7131,Texas,212 East First Avenue,75110
122,Corsicana,Northside Baptist Church - Care Center,(903) 874-4272,Texas,215 Forest Lane,75110
123,Corsicana,Navarro County Food Pantry,(903) 872-9055,Texas,122 West 1st Ave,75110
124,Corsicana,Food Pantry Ministry,903-872-9055,Texas,122 W. First Avenue,75110
125,Cypress,Gods Storehouse,281-373-9337,Texas,15010 Mueschke Road,77429
126,Denison,New Beginning Fellowship,(903) 463-4110,Texas,1201 W. Shepherd,75020
127,Crandall,Open Arms Pantry - For God's Glory Church,972-427-5029,Texas,309 S Main Street,75114
128,Desoto,Desoto Food Pantry,972-223-4050,Texas,302 N. Hampton Road,75115
129,Denton,Living Water Ministry- Lifegate Church,(940) 382-8500,Texas,3350 Deerwood Pkwy,76208
130,Denton,Community Food Center - Denton,(940) 382-0807,Texas,109 Sycamore Street,76201
131,Denton,Asbury United Methodist Church,940-387-6487,Texas,117 Hercules Lane,76207
132,Denton,Singing Oaks Church Of Christ Benevolence Ministry,940-387-4355,Texas,101 Cardinal Drive,76209
133,Denton,Salvation Army Denton Corps,940-566-3800,Texas,2801 North Elm,76202
134,Denton,First Baptist Church,(940) 382-2577,Texas,1100 Malone Street,76201
135,Denton,Salvation Army,(940) 566-3800,Texas,1508 East McKinney Street,76209
136,Denton,Vision Ministries,(940) 387-8230,Texas,626 Wainewright Street,76201
137,Dimmitt,First Baptist  Dimmitt,(806) 647-3115,Texas,1201 Western Circle Dr.,79027
138,Dripping,St. Martin de Porres Catholic Church,(512) 858-5667,Texas,26160 Ranch Road 12,78620
139,Donna,Open Hands Pantry,(956) 461-6920,Texas,301 S 17th St,78537
140,Dallas,FWM Learning Center,(214) 398-4444,Texas,559 Ezekial Ave,75217
141,Dallas,Helping Hands Inc,(469) 726-2762,Texas,9535 Forest Ln,75243
142,Dallas,White Rock Center of Hope,(214) 324-8996,Texas,Empty,75228
143,Dallas,West Dallas Multipurpose Center,214-670-6340,Texas,2828 Fish Trap Road,75212
144,Dallas,St Philip's School and Community Center,214-421-5221,Texas,1600 Pennsylvania Ave.,75215
145,Dallas,Salvation Army Oak Cliff Community Center,(214) 941-5911,Texas,1617 West Jefferson,75208
146,Dallas,Salvation Army - Carr P. Collins Harbor Lights,(214) 424-7000,Texas,5302 Harry Hines,75247
147,Dallas,Oak Cliff Prebyterian Churches For Emergency Aid,(214) 339-2211,Texas,6000 S. Hampton Road,75232
148,Dallas,North Dallas Shared Ministries,(214) 358-8700,Texas,2875 Merrell Road,75229
149,Dallas,Newman Park Christian Center,(214) 398-1591,Texas,7922 Fairport Road,75217
150,Dallas,Mountain View Church of Christ,(214) 339-7145,Texas,4111 West Illinois Ave,75211
151,Dallas,Monte Olivo Free Methodist Church Food Pantry,214-330-5125,Texas,3930 Boulder Drive,75233
152,Dallas,North Texas Food Bank,(214) 330-1396,Texas,4500 S. Cockrell Hill Rd.,75236
153,Dallas, Brother Bill's Helping Hand,(214) 638-2196,Texas,3906 N Westmoreland Rd,75212
154,Dallas,Holy Trinity Center,(214) 521-3719,Texas,3826 Gilbert Avenue,75219
155,Dublin,Candice Medeiros Community Pantry,979-492-3359,Texas,241 N Patrick st,76446
156,Dallas,Highland Oaks Church of Christ,214-342-6040,Texas,10805 Walnut Hill Lane,75238
157,Dallas,White Rock Center of Hope,(214) 328-2978,Texas,10021 Garland Rd,75218
158,Dallas,Greater Zion Outreach Ministries,214-358-2992 ex,Texas,4751 Hopkins Avenue,75209
159,Dallas,Goslin Opportunity Center of Cliff Temple Baptist Church,(214) 942-8601,Texas,125 Sunset Ave.,75208
160,Dallas,Good Street Baptist Church Social Service Center,(214) 421-8208,Texas,3110 Bonnie View Rd,75215
161,Dallas,Good Shepherd Community Center,(214) 638-1688,Texas,4931 Bernal Drive,75212
162,Dallas,Fourth Avenue Church of Christ,214-421-9549,Texas,3220 Park Row Drive,75210
163,Dallas,Fair Park Friendship Center,214-826-0018,Texas,1321 Rowan Avenue,75223
164,Dallas,Crossover Ministry,214-521-9944,Texas,4231 Maple Avenue,75219
165,Dallas,Harmony Food Pantry,214 467-6770 ,Texas,"6969 Pastor Bailey Drive, Suite 110",75237
166,Dallas,Catholic Charities of Dallas St Elizabeth,214-941-8596,Texas,4015 S. Hampton Rd,75224
167,Dallas,Carver Heights Baptist Church,(214) 371-2024,Texas,2510 E Ledbetter Drive,75216
168,Dallas,Brady Social Service Center - Catholic Charities,214-826-8330,Texas,537 South Hall Street,75226
169,Dallas,Dallas Bethlehem Center,214-428-5171,Texas,4410 Leland Avenue,75215
170,Dallas,American Red Cross- Dallas Area Chapter,214-678-4800,Texas,4800 Harry Hines Boulevard,75235
171,Dallas,Resource Center - Food Pantry,(214) 521-3390,Texas,5450 Denton Dr Cut Off,75235
172,Dallas,Vital Impact Food Pantry,214 374-7850,Texas,3410 South Polk St.,75224
173,Dallas,St Mark Zion Church,214-376-7750,Texas,2311 E. Illnois Ave.,75216
174,Dallas,Methodism's Breadbasket,(214) 828-1106,Texas,6211 E. Grand Ave,75223
175,Dallas,Marillac Social Center (Catholic Charities),214-638-4997,Texas,2827 Lapsley Street,75212
176,Dallas,Lighthouse Church of God in Christ,214-371-2421,Texas,2127 S. Corinth,75203
177,Dallas,Holy Cross Food Pantry,214-375-3715,Texas,2926 East Ledbetter Drive,75241
178,Douglassville,Douglassville UMC Food Pantry,(430) 342-7379,Texas,201 North Street,75560
179,Dallas,Family Care Connection,214-920-8493,Texas,8204 Elmbrook,75247
180,Dallas,Crossroads Community Services,214-560-2511 ex,Texas,1822 Young Street,75201
181,Dallas,Urban Inter-Tribal Center of Texas,214-941-1050,Texas,1269 Record Crossing Rd.,75235
182,Dallas,Westmoreland Heights Community Center,214-500-1106,Texas,3739 Homeland St,75212
183,Dallas,LifePoint Food Pantry,(682) 307-2166,Texas,3203 W. Davis St.,75211
184,Dallas,Care Center Ministries,214-824-9852,Texas,7912 Antoinette Street,75217
185,Duncanville,Risen Christ Family Church,(972) 572-4477,Texas,326 E. Camp Wisdom Road,75116
186,Duncanville,Duncanville Outreach Ministry,972-296-4986,Texas,202 Cherry Street,75116
187,Dallas,West Dallas Family Services Center,(214) 217-5600,Texas,2843 Lapsley Rd,75212
188,Dallas,FEED 3,(214) 316-1356,Texas,2800 North Hampton Road,75222
189,Duncanville,GracePlace Church of Christ Food Pantry,972-298-4656,Texas,402 West Danieldale,75138
190,Duncanville,Bethlehem House,972-296-7700,Texas,201 West Center St.,75116
191,Duncanville,Duncanville Church of Christ Food Pantry,(972) 298-4656,Texas,402 West Danieldale Rd,75137
192,Dallas,Southeast Dallas Emergency Food Center,(214) 381-5239,Texas,6670 Military Parkway,75227
193,Dallas,The Stewpot,(214) 746-2785,Texas,1835 Young Street,75201
194,Dallas,Sm Wright Foundation,,Texas,100 N Central Expy Ste 400-11,75201
195,Dallas,True Love Bible Fellowship Outreach Food Program,214-690-2388,Texas,2634 W Kiest Blvd.,75233
196,El,"Kelly Memorial Food Pantrynamesake. Now our food pantry has grown and regularly serves clients in 79901, 79902, 79903, 79905, 79912, 79915, and 79930 zip codes. On March 2, 2010, and in association with the West Texas Food Bank, our food pantry began dispensing food boxes ",915-261-7499,Texas,915 N Florence Street,79902
197,El,Northeast Community Food Pantry,915-755-8206,Texas,5501 Wren Ave,79924
198,Dallas,Quest4GreaterSuccess,972-850-8135,Texas,"202 S. Jim Miller, Suite 205",75217
199,Dallas,Pleasant Grove Food Pantry,214-505-1928,Texas,1331 Baywood Street,75217
200,El,Apostolic Assembly Templo Alpha y Omega,(915) 256-3839,Texas,480 S. Yarbrough Dr,79915
201,El,Dame La Mano Crisis Center,(915) 546-4040,Texas,1014 S. Virginia,79901
202,El,Centro Nueva Vida Iglesia,915-851-4143,Texas,11627 Socorro Road,79927
203,Dallas,"Soul for Christ Ministry, Inc",214-6414577,Texas,2402 South Beckley Avenue,75224
204,Dallas,REAL Baptist Church Food Pantry Service,(214) 398-7883,Texas,8314 Scyene Rd,75227
205,El,Montwood Church Of Christ,(915) 855-9896,Texas,11845 Bob Mitchell Drive,79936
206,El,Holy Spirit Episcopal Church Food Pantry,(915) 821-1362,Texas,10500 Kenworthy St.,79924
207,Dallas,Brady Social Center,(214) 826-8330,Texas,4009 Elm Street,75226
208,Dallas,City Square - Food,(469) 904-7025,Texas,"1610 South Malcolm X Boulevard, Suite 350",75226
209,Elgin,Community Cupboard,(512) 281-4554,Texas,114 Depot Street,78621
210,Elgin,Elgin Community Cupboard,(512) 281-4554,Texas,114 Depot Street,78621
211,Dallas,East Gate Food Pantry,(214) 371-2633,Texas,6960 South Polk,75232
212,Dallas,Mt. Olive Lutheran Church Food Pantry,(214) 428-2892,Texas,3100 MLK Blvd,75215
213,Floresville,Strac South Texas Resource And,(830) 393-7888,Texas,1006 D Street,78114
214,Floresville,Floresville Food Pantry and Resource Center,830-321-1151,Texas,335 Alternative Lane,78114
215,Dallas,Newman Park Christian Center Food Pantry,(214) 398-1591,Texas,7922 Fairport Road,75229
216,Dallas,Pathway of Life Church Food Pantry,(214) 275-7284,Texas,8510 Military Pkwy,75227
217,Farmers,Metrocrest Services,(972) 446-2100,Texas,"13801 Hutton Drive, Suite 150",75234
218,Dallas,The Wilkinson Center,(214) 821-6380,Texas,"3402 North Buckner Blvd., Suite 302",75228
219,Forney,Forney Food Pantry,(972) 552-2011,Texas,222 Industrial Way,75126
220,Forney,Water of Life Lutheran Church - Food Pantry,(214) 206-7029,Texas,12340 FM 1641,75126
221,Ennis,Helping Hands of Ennis,972-875-0218,Texas,604 North East Main Street,75120
222,Fort,Community Food Bank,(817) 924-3333,Texas,Empty,76111
223,Fort,Tarrant Area Food Bank,(817) 857-7100,Texas,2525 Cullen Street,76107
224,Fort,University Baptist Church,817-926-3318,Texas,2720 Wabash Av.,76109
225,Fort,WestAid,(817) 737-9338,Texas,7940 Camp Bowie West,76116
226,Fort,First Street Methodist Mission,(817) 335-6080,Texas,801 West 1st Street,76102
227,Fort,Fort Worth Community Food Bank,(817) 924-3333,Texas,3000 Galvez Avenue,76111
228,Fort,The Light Food Pantry,817-738-9917,Texas,109 S. Roberts Cut Off Rd.,76114
229,Fort,Como Senior Center,(817) 870-9082 ,Texas,1000 Macon Street,76107
230,Fort,First Presbyterian Church Of Ft. Worth,(817) 335-1231,Texas,1000 Penn St.,76102
231,Fort,St. Peters Catholic Church,(817) 246-3622,Texas,1201 South Cherry Lane,76108
232,Fort,Harvest Church,817-498-8575,Texas,7200 Denton HWY,76148
233,Fort,Oakcrest Family Church Meet the Need Program ,(817) 483-3723,Texas,6741 Oakcrest Drive West ,76140
234,FortDavis,Food Pantry of Jeff Davis County,432-426-3886,Texas,609 CompromiseStreet,79734
235,Freeport,Brazosport  Cares Food Pantry,(979) 239-1225,Texas,916 N. Gulf Blvd,77541
236,Georgetown,Heaven's Harvest Food Ministry ,512-863-0854,Texas,6040 Airport Road,78628
237,Georgetown,Heaven's Harvest Food Bank - River of Life Church,512-863-0854,Texas,6040 Airport Rd.,78628
238,Garland,Salvation Army Corps of Garland,(972) 272-4531,Texas,451 West Avenue D,75040
239,Garland,Saint Michael The Archangel Catholic Church,(214) 315-5228,Texas,950 Trails Parkway,75043
240,Garland,Friendship House - First Baptist Church,(972) 272-1010,Texas,801 W Avenue D,75040
241,Garland,Metro Familly Ministries Food Pantry,972-272-1002,Texas,3375 Edgewood Drive,75042
242,Garland,Hearts & Hands Food Pantry,972-278-2175,Texas,1700 W. Kingsley Rd ,75041
243,Garland,Good Samaritans of Garland,(972) 276-2263,Texas,214 North 12th Street,75040
244,Frisco,Frisco Family Services - Food Pantry,(972) 335-9495,Texas,9085 Dogwood Street,75033
245,Frisco,Frisco Family Services,(972) 335-9495,Texas,8780 3rd Street,75034
246,Gladewater,Jacobs Institute,(903) 844-8066,Texas,114 N. Center,75647
247,Gainesville,Living Word Ministries,940-665-1191,Texas,302 DixonStreet,76240
248,Gainesville,VISTO,(940) 668-6403,Texas,1401 Southland Dr.,76240
249,Gainesville,VISTO - Volunteers In Service To Others,(940) 668-6403,Texas,Empty,76241
250,Grandview,Food Barn,817 558 1641,Texas,Empty,76050
251,Grapevine,GRACE (Grapevine Relief And Community Exchange),(817) 488-7009,Texas,610 Shady Brook Drive,76051
252,Gun,First Baptist Church Of Gun Barrel City,(903) 887-6887,Texas,522 West Main Street ,75156
253,Gun,Monongalia County Food Pantry,903-880-1099,Texas,2611 W. Main St,75156
254,Greenville,Salvation Army Of Hunt County,(903) 455-1875,Texas,4601 King Street,75401
255,Greenville,Hunt County Shared Ministries (FISH),(903) 455-0545,Texas,2805 King Street,75401
256,Grand,People That Care - Shady Grove Church,(972) 262-8318,Texas,2129 Galveston Street,75051
257,Grand,Immaculate Conception Church,(972) 262-5137,Texas,610 Northeast 17th Street,75050
258,Grand,Happy Helping Hands Grand Prairie Food And Clothing Coop,(972) 264-8540,Texas,Empty,75050
259,Greenville,Hands of Compassion,(903) 455-4025,Texas,2703 Wesley,75401
260,Grand,Grand Prairie United Charities,972-262-2014,Texas,1417 Densman Street,75051
261,Haltom,The Joseph Storehouse,(817) 281-7050,Texas,4605 Denton Highway,76117
262,Haskell,Haskell Co Food Distribution,940-864-5800,Texas,102 S 2Nd,79521
263,Harker,Harker Heights Food Care Center,(254) 699-9184,Texas,100 E. Ruby Rd.,76548
264,Hondo,Cowboy Church in God\'s Country Food Ministry,(830)426-3637,Texas,374 County Road 341,78861
265,Hewitt,Brazos Meadows Baptist,(254) 666-7314,Texas,625 S Hewitt Dr,76643
266,Holliday,Harvest Food Ministry,940-583-1140,Texas,208 South Main ,76366
267,Houston,Anderson Food Pantry,(713) 222-0373,Texas,1508 Gregg St,77020
268,Houston,The Houston Food Bank,713-223-3700,Texas,535 Portwall Street,77029
269,Houston,West Houston Assistance Ministries Food Pantry,(713) 977-7803,Texas,10501 Meadowglen,77042
270,Houston,Heights Interfaith Ministries Food Pantry,(713) 861-6155,Texas,3523 Beauchamp St.,77009
271,Houston,You Belong Food Bank,(713) 983-7878,Texas,8870 West Sam Houston Parkway N.,77040
272,Houston,Catholic Charities of the Archdiocese of Galveston-Houston,(713) 526-4611,Texas,2900 Louisiana Street,77006
273,Houston,Mission Centers of Houston - Gano,(713) 227-1146,Texas,1815 Gano Street,77009
274,Houston,Love Ministry at New Faith Church,(713) 434-4000,Texas,4315 W. Fuqua Street,77045
275,Houston,My Brother's Keeper Outreach Center,(281) 498-9933,Texas,12713 Bissonnet Street,77099
276,Houston,YMCA Cossaboom,(713) 643-4396,Texas,7903 S. Loop East,77012
277,Houston,Society of St. Vincent de Paul Houston,(713) 741-8234,Texas,2403 Holcombe Blvd,77021
278,Houston,United Helping Hands Outreach,(832) 882-3900,Texas,"2703 Highway 6 South, Suite 145",77082
279,Houston,St Albert of Trapani SVdP food pantry,(713) 771-3596,Texas,11027 S Gessner Road,77071
280,Houston,"House of Amosnames of all persons living in your house holdIf family of 1, a current utility bill is acceptable.",(281) 495-9061,Texas,8030 Boone Rd.,77072
281,Houston,John L. Food Depot,(713) 862-2605,Texas,6654 Gulf Freeway,77087
282,Houston,St. Philip Neri Catholic Church Pantry,(713) 733-8000,Texas,10960 Martin Luther King Blvd.,77048
283,Houston,Target Hunger,(713) 226-4953,Texas,2814 Quitman Street,77026
284,Houston,Westbury Church Of Christ,(713) 729-7880,Texas,10424 Hillcroft Street,77096
285,Houston,Prophetic Word Of Faith Church,(281) 776-9673,Texas,10724 S. Gessner Rd.,77071
286,Houston,Community Christians In Action,(713) 932-1479,Texas,10800 Hammerly Blvd,77043
287,Houston,Iglesia Trinidad,281-807-1308,Texas,11602 Bobcat Rd.,77064
288,Houston,Annette Strawder Here To Help Pantry,(713) 862-5117,Texas,835 West 23rd Street,77008
289,Houston,Northwest Assistance Ministries - Assistance Program,(281) 885-4555,Texas,15555 Kuykendahl Road,77090
290,Holland,Holland Community Food Pantry,(254) 657-2521,Texas,506 Dixie St.,76534
291,Houston,The Beacon,(713) 220-9737,Texas,1212 Prairie Street,77002
292,Houston,East Spring Branch Food Pantry,713-464-0852,Texas,7901 Westview Drive,77055
293,Houston,Mission Centers - Joy,(713) 921-0197,Texas,7629 Avenue F,77012
294,Houston,All Saints Catholic Community St. Vincent de Paul Society,(713) 864-8937,Texas,215 E. 10th Street,77008
295,Houston,Living Water International Apostolic Church,(281) 936-8175,Texas,7802 Jensen Drive,77093
296,Houston,House of Amos,(281) 495-9061,Texas,8030 Boone Road,77072
297,Houston,Gulf Coast Community Services Association,(713) 393-4700,Texas,9320 Kirby Drive,77054
298,Huntsville,Good Shepherd Mission Food Pantry,(936) 291-8156,Texas,1005 Martin Luther King Dr,Empty
299,Hurst,Mission Central Village - Food Pantry,(817) 595-0011,Texas,740 E. Pipeline Rd. ,76053
300,Jacksonville,Society Of St. Stephens UMC,(903) 586-2494,Texas,1031 S.E. Loop 456,75766
301,Jacksonville,Svdp- Our Lady Of Sorrow- Jacksonville,903-586-4538,Texas,1064 Corinth St.,75766
302,Irving,Salvation Army of Irving,972-438-6553,Texas,250 E. Grauwyler Rd,75061
303,Irving,Good Shepherd Lutheran Church,(972) 790-2121,Texas,2620 West Grauwyler Road,75061
304,Irving,Dayspring Family Church Food Pantry,972-399-7729,Texas,618 N. Beltline Road,75061
305,Irving,Baptist Benevolent Ministries of Irving,(972) 254-0973,Texas,114 East 2nd Street,75061
306,Irving,Irving Cares,972-721-9181,Texas,440 S. Nursery Road,75060
307,Katy,Eternal Food Bank,(281) 271-1730,Texas,541 Pin Oak Road ,77494
308,Katy,Katy Christian Ministries - Food Pantry,(281) 391-3730,Texas,5011 E. 5th Street,77493
309,Katy,Katy elk's lodge 2628,281-391-2763,Texas,1050 Katy Ft Bend Rd,77493
310,Katy,Katy Christian Ministries Social Services,(281) 391-5261,Texas,5504 1st Street,77493
311,Hillsboro,Hillsboro Interfaith Ministries,(254) 580-2717,Texas,214 E Elm St,76645
312,Hutto,Hutto Food Pantry,512-759-2064,Texas,402 Church Street,78634
313,Killeen,Food Care Center Killeen,254-554-3400,Texas,210 N. 16th Street,76541
314,Killeen,Jesus House of Prayer Food Pantry Outreach,(254) 458-4135,Texas,911 Trimmer Rd,76549
315,Kemp,First United Methodist Church and Kemp,(903) 498-4791,Texas,304 E. 9th Street,75143
316,Kerrville,Christian Assistance Mnistry - CAM,(830) 257-4222,Texas,521 Barnett St,78028
317,Kerrville,Society of St. Vincent de Paul Of Kerrville,(830) 896-6898,Texas,1145 Broadway,78028
318,La,A.M.E.N. Food Pantry,(979) 968-3943,Texas,805 Mode Lane,78945
319,Kaufman,The Salvation Army Kaufman,(972) 962-1345,Texas,5 Oak Creek Dr,75142
320,Kaufman,Kaufman Benevolent Center,(972) 932-6576,Texas,27 Oak Creek Drive,75142
321,Kaufman,Kaufman Senior Connect,972-932-7002,Texas,112 South Jackson Street,75142
322,Kingsville,Kingsville Cares Food Pantry,3612558450,Texas,Empty,78363
323,La,"Bayshore Baptist Church Food Pantryname to your residence)  You can receive food every two months, if needed.",281-471-0332,Texas,11315 Spencer Hwy.,77571
324,La,Our Lady Queen Of Angels,,Texas,1 Mile South Of Hwy,78560
325,Lake,Lake Cities Community Food Pantry,940-321-6100,Texas,300 East Hundley,75065
326,Lancast,St Vincent De Paul,(469) 607-0909,Texas,1120 Randlett Street,752146
327,Lampasas,Lampasas Mission,(512) 556-5779,Texas,910 E 4th St,76550
328,Lampasas,St. Mary's Catholic Church,512-556-5544,Texas,701 North Key Avenue,76550
329,Laredo,Laredo Regional Food Bank Inc.,(956) 723-3725,Texas,2802 Anna Ave,78040
330,Laredo,Laredo Regional Food Bank,(956) 723-3725,Texas,2802 Anna Ave,78040
331,Laredo,Laredo Bank of South Texas,(956) 726-3120,Texas,1907 Freight Street,78041
332,Laredo,New Vision Community,(956) 712-0655,Texas,3119 N. Meadow Drive,78040
333,Laredo,Bethany House Food Pantry and Soup Kitchen,956-722-4152,Texas,819 Hidalgo St,78040
334,Laredo,Brothers of Saint John,956-722-3399,Texas,505 Century Drive South,78046
335,Laredo,Christ The King Catholic Church,(956) 723-4267,Texas,1105 Tilden,78040
336,Laredo,Rio Bravo Community Food Bank,956-771-1841,Texas,516 Rio Rojo Rd,78046
337,Lancaster,Lancaster Outreach Center,(972) 227-0138,Texas,1120 Randlett Street,75146
338,League,Interfaith Caring Ministries,(281) 332-3881,Texas,151 Park Avenue,77573
339,Lewisville,Salvation Army Lewisville Service Center,972-353-9400,Texas,206 W Main St,75057
340,Lewisville,Christian Community Action - Lewisville,972-219-4300,Texas,128 S. South Mill Street,75057
341,Lewisville,CCA Food Pantry,(972) 219-4357,Texas,200 S. Mill St.,75057
342,Little,Little Elm Food Bank,(972) 294-4061,Texas,501 Bill St,75068
343,Little,Little Elm Area Food Bank,(972) 294-4061,Texas,501 Bill Street,75068
344,Leander,RockPointe Food Pantry,512-259-8872,Texas,10999 East Crystal Falls Pkwy,78641
345,Leander,Leander Church of Christ Food Pantry,512-259-4673,Texas,300 Crystal Falls Parkway,78641
346,Leander,Hill Country Community Ministries,512-259-0360,Texas,1005 Lacy Drive,78641
347,Lockhart,Caldwell County Christian Ministries Food Pantry,(512) 376-6661,Texas,901 Bois D'Arc Street,78644
348,Luling,Luling Food Bank,(830) 875-2863,Texas,402 South Mulberry,78648
349,Lexington,Tanglewood Baptist Church,512-446-3608 ,Texas,11203 Hwy 77N.,78947
350,Los,Los Fresnos Community Food Pantry,956-254-7327,Texas,810 W Ocean Blvd,78566
351,Mansfield,Harvesting International  Ministry Center,(682) 518-6383,Texas,150 S. 6th Ave,76063
352,Mansfield,Living Word Outreach,(817) 473-6055,Texas,107 North 1st Avenue,76063
353,Mansfield,Harvesting International Ministry center ,817-453-3663,Texas,150 S. Sixth Ave ,76063
354,Mansfield,Bisbee Food Ministry,(817) 478-9478,Texas,3001 Gertie Barrett Rd.,76063
355,Mansfield,Bethlehem Baptist Church Mansfield,(817) 473-1236,Texas,1188 West Braod Street,76063
356,Lubbock,Trinity Outreach Center Food Pantry,(806) 788-0501,Texas,3027 34th Street,79410
357,Lubbock,Susie's Closet Inc.,806-368-8225,Texas,1701 Parkway Dr,79401
358,Lubbock,Lubbock Dream Center,806-793-3336,Texas,1111 30th Street,79411
359,Lubbock,South Plains Food Bank,806-763-3003 ,Texas,5605 Martin Luther King Jr. Blvd,79404
360,Lubbock,St. John's United Methodist Church Food Pantry,(806) 762-0123,Texas,1501 University Avenue,79401
361,Lubbock,HOPE COMMUNITY OF SHALOM,(806) 762-0829,Texas,2005 Avenue T,79411
362,Lubbock,Live Oak Community Church,(806) 798-5583,Texas,10710 South Frankford Avenue,79424
363,Lubbock,Metropolitan Community Church of Lubbock,806-792-5562,Texas,4501 University Ave.,79413
364,Lubbock,Wreck Hunger Food Pantry,(806) 553-0250,Texas,Empty,79409
365,Marion,"Wings For Life, Inc.",(830)420-3777,Texas,1104 Country Lane,78124
366,Manvel,Susanna's Cupboard Food Pantry,(281) 489-9083,Texas,18218 State Highway 6,77578
367,Meadows,Sugar Grove Church Of Christ,(281) 530-9651,Texas,11600 W. Airport Blvd.,77477
368,McKinney,St Vincent de Paul at St Michael,(214) 314-5698,Texas,411 Paula Rd,75069
369,McKinney,Salvation Army McKinney Community Center,(972) 542-6694,Texas,600 Wilson Creek Pkwy,75069
370,McKinney,Community Food Pantry,972-547-4404,Texas,307 Smith Street,75069
371,McAllen,Food Bank RGV INC,(956) 227-6784,Texas,2601 W Zinnia Ave,78504
372,McKinney,Community Lifeline Center,972-658-8560,Texas,1601 N. Waddill St. #102,75069
373,Mesquite,Sharing Life Community Outreach,(972) 285-5819,Texas,3544 E Emporium Circle,75150
374,Mesquite,Mesquite Social Services,972-285-3000,Texas,1035 Military Pkwy,75149
375,Mesquite,Mesquite SDA Community Services,972-288-0848,Texas,300 Paza Drive,75149
376,Mesquite,Mesquite Church of Christ Food Pantry,972-288-7637,Texas,217 South Locust,75149
377,Mexia,John 3:16 Food Pantry at Glad Tidings Church,254-562-6125,Texas,829 HWY 171 ,76667
378,Midland,Area Missions Outreach Services,(432) 687-2667,Texas,908 South Loraine,79701
379,Midland,Midland County Greater Works,432-694-2501,Texas,922 S Main Street,79701
380,Midlothian,Midlothian Senior Citizen Center,(972) 775-6401,Texas,4 Community Circle,76065
381,Midlothian,Manna House,972-775-1800,Texas,210 W Ave F,76065
382,Midlothian,Calvary Baptist Food Pantry,972-775-8722,Texas,1591 S 9th St.,76065
383,Mercedes,Rosa De Saron,(956) 515-6381,Texas,101 N. Georgia Ave.,78570
384,Mineola,Kindness Kottage,(903) 569-9197,Texas,119 N. Johnson,75773
385,Missouri,Second Mile Mission Center,(281) 261-9199,Texas,1135 Highway 90 Alt,77489
386,Mission,Templo Ejercito De Dios,(956) 655-9417,Texas,1008 N. Conway,78572
387,Monahans,Ward County Greater Works,(432) 943-8868,Texas,112 E. Sealy,79756
388,Montgomery,Lake Church Food Pantry,361-500-2296,Texas,1701 McCaleb Rd.,77316
389,Muenster,Sacred Heart Food Pantry,(940) 759-3074,Texas,120 Mesquite Street,76252
390,Muleshoe,Beta County Food Pantry,(806) 272-5846,Texas,901 W Ave J,79347
391,Mount,Logans Pointe Pantry,,Texas,101 Logans Pointe Drive.,75457
392,Mount,TItus County Cares Food Pantry,903-575-9157,Texas,310 N. Edwards,75455
393,Nacogdoches,Harvest House,(936) 564-2471,Texas,3914 North Street,75965
